habitaciones,baños,parqueaderos,area_construida,area_privada,estrato,precio_m2,Ascensor,Circuito cerrado de TV,Parqueadero Visitantes,Portería / Recepción,Zonas Verdes,Salón Comunal,Balcón,Barra estilo americano,Calentador,Chimenea,Citófono,Cocina Integral,Terraza,Vigilancia,Parques cercanos,Estudio,Patio,Depósito / Bodega,ubicacion,precio
3.0,2.0,0,62,0,3,330645161.0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,598,205000000.0
4.0,4.0,2,206,198,6,703883495.0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,257,1450000000.0
2.0,2.0,1,70,63,4,7500000.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,55,525000000.0
3.0,3.0,2,90,90,4,388888889.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,453,350000000.0
3.0,3.0,2,108,108,5,398148148.0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,198,430000000.0
2.0,1.0,0,39,34,4,641025641.0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,491,250000000.0
3.0,3.0,2,1213,118,6,618301731.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,645,750000000.0
2.0,2.0,2,104,104,6,692307692.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,782,720000000.0
3.0,1.0,1,54,54,3,361111111.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,427,195000000.0
1.0,1.0,0,3168,30,4,763888889.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,75,242000000.0
3.0,2.0,1,8536,80,4,445173383.0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,276,380000000.0
2.0,4.0,2,1415,134,6,954063604.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,160,1350000000.0
3.0,2.0,1,87,87,5,883908046.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,593,769000000.0
3.0,1.0,0,51,0,3,470588235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,240000000.0
2.0,3.0,2,89,89,6,702247191.0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,660,625000000.0
4.0,5.0,3,225,225,6,666666667.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,235,1500000000.0
3.0,2.0,1,89,0,3,483146067.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,85,430000000.0
3.0,2.0,1,82,0,4,469512195.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,778,385000000.0
3.0,2.0,1,7738,6506,3,529852675.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,737,410000000.0
1.0,2.0,2,57,0,5,622807018.0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,147,355000000.0
3.0,3.0,2,150,0,6,5300000.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,646,795000000.0
3.0,4.0,3,172,172,5,831395349.0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,646,1430000000.0
3.0,1.0,0,45,0,3,366666667.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,280,165000000.0
2.0,2.0,1,63,0,4,468253968.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,125,295000000.0
1.0,1.0,1,3972,0,4,742698892.0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,677,295000000.0
2.0,2.0,1,103,103,5,504854369.0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,555,520000000.0
2.0,2.0,1,60,0,6,708333333.0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,646,425000000.0
1.0,2.0,1,64,0,5,6562500.0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,229,420000000.0
3.0,2.0,0,51,44,3,31372549.0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,663,160000000.0
3.0,2.0,0,51,51,2,235098039.0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,69,119900000.0
2.673903211216644,1.0,1,53,0,3,50754717.0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,43,269000000.0
2.0,2.0,1,76,70,5,592105263.0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,125,450000000.0
3.0,2.0,1,69,0,4,507246377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,350000000.0
3.0,4.0,2,180,0,6,833333333.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,647,1500000000.0
3.0,3.0,2,110,110,4,481818182.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,125,530000000.0
4.0,4.0,2,180,180,4,7500000.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,247,1350000000.0
2.0,2.0,1,61,0,4,557377049.0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,300,340000000.0
3.0,2.0,2,140,140,6,1057142857.0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,434,1480000000.0
3.0,1.0,0,4941,49,3,380489779.0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,191,188000000.0
4.0,2.0,1,90,0,3,4000000.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,483,360000000.0
3.0,2.0,1,59,59,3,483050847.0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,381,285000000.0
3.0,1.0,0,58,54,3,362068966.0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,333,210000000.0
5.0,4.0,5,288,288,6,1388888889.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,686,4000000000.0
1.0,1.0,1,5413,0,5,683539627.0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,415,370000000.0
3.0,2.0,1,95,88,4,505263158.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,125,480000000.0
2.0,2.0,1,72,0,6,597222222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,430000000.0
2.0,3.0,2,102,0,6,901960784.0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,162,920000000.0
3.0,2.0,1,78,78,4,512820513.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,801,400000000.0
2.0,2.0,1,67,67,3,52238806.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,355,350000000.0
3.0,2.0,1,95,84,4,5000000.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,670,475000000.0
2.0,3.0,2,94,94,4,585106383.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,125,550000000.0
1.0,1.0,1,50,50,4,5300000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,535,265000000.0
1.0,2.0,1,72,61,5,572222224.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,299,412000001.0
4.0,3.0,2,105,100,6,647619048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,680000000.0
2.0,2.0,1,77,0,4,571428571.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,125,440000000.0
3.0,2.0,1,60,60,4,566666667.0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,731,340000000.0
3.0,3.0,2,114,0,6,447368421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,510000000.0
3.0,2.0,1,57,57,2,438596491.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,707,250000000.0
1.0,1.0,1,182,1593,3,1648351648.0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,152,300000000.0
3.0,4.0,5,293,293,6,989761092.0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,426,2900000000.0
3.0,3.0,2,137,137,6,52189781.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,162,715000000.0
3.0,2.0,1,77,77,3,480519481.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,311,370000000.0
4.0,4.0,2,136,128,4,6250000.0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,448,850000000.0
3.0,4.0,2,170,270,6,758823529.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,668,1290000000.0
2.0,2.0,2,92,92,5,565217391.0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,646,520000000.0
3.0,4.0,2,164,164,6,512195122.0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,465,840000000.0
2.0,2.0,1,67,57,4,462686567.0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,74,310000000.0
2.0,2.0,2,77,0,4,506493506.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,125,390000000.0
3.0,1.0,0,52,0,2,288461538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,757,150000000.0
2.0,2.0,1,63,57,3,396825397.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,483,250000000.0
3.0,2.0,1,88,0,4,463636364.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,604,408000000.0
3.0,3.0,2,126,116,6,69047619.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,426,870000000.0
1.0,2.0,1,56,56,4,678571429.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,116,380000000.0
2.0,2.0,2,78,0,6,871794872.0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,162,680000000.0
2.0,2.0,0,58,55,3,431034483.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,769,250000000.0
3.0,4.0,4,265,265,6,709433962.0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,73,1880000000.0
3.0,4.0,2,151,141,4,450331126.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,448,680000000.0
3.0,3.0,2,157,157,6,474522293.0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,646,745000000.0
3.0,2.0,1,92,92,5,456521739.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,30,420000000.0
3.0,2.0,1,82,0,4,469512195.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,811,385000000.0
4.0,5.0,0,285,285,6,771929825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,2200000000.0
2.0,2.0,1,52,52,5,615384615.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,522,320000000.0
3.0,4.0,3,240,240,6,1041666667.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,426,2500000000.0
3.0,2.0,1,70,70,4,4000000.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,125,280000000.0
3.0,4.0,2,180,0,6,833333333.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,647,1500000000.0
3.0,3.0,2,12931,85,5,657335086.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,650,850000000.0
2.0,2.0,1,66,66,4,424242424.0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,747,280000000.0
1.0,2.0,2,61,0,5,614754098.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,650,375000000.0
3.0,3.0,2,196,196,5,494897959.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,414,970000000.0
1.0,1.0,0,49,49,3,37755102.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,43,185000000.0
2.0,3.0,2,106,106,6,561320755.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,162,595000000.0
2.0,2.0,2,77,0,4,506493506.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,125,390000000.0
4.0,5.0,2,163,160,5,521472393.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,375,850000000.0
3.0,4.0,3,238,238,6,705882353.0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,345,1680000000.0
2.0,2.0,2,96,0,6,6562500.0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,322,630000000.0
1.0,2.0,2,61,61,5,827868852.0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,646,505000000.0
2.0,1.0,0,43,43,2,360465116.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,287,155000000.0
3.0,3.0,2,126,116,6,69047619.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,426,870000000.0
3.0,4.0,2,180,0,6,394444444.0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,648,710000000.0
3.0,2.0,1,104,104,5,552884615.0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,89,575000000.0
2.0,1.0,0,54,0,4,453703704.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,747,245000000.0
2.0,3.0,2,93,0,5,559139785.0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,105,520000000.0
3.0,3.0,2,112,112,5,642857143.0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,647,720000000.0
3.0,2.0,1,7738,6506,3,529852675.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,737,410000000.0
3.0,2.0,1,80,75,3,4562500.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,699,365000000.0
3.0,3.0,2,122,122,6,754098361.0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,660,920000000.0
4.0,5.0,2,174,164,6,563218391.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,646,980000000.0
3.0,1.0,0,45,45,2,297777778.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,179,134000000.0
3.0,2.0,0,54,54,4,537037037.0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,356,290000000.0
2.0,2.0,0,44,0,3,381818182.0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,686,168000000.0
4.0,2.0,0,102,102,4,328431373.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,146,335000000.0
2.0,2.0,1,60,60,4,441666667.0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,453,265000000.0
3.0,4.0,4,307,307,6,143275759.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,145,4398565800.0
3.0,3.0,2,1163,109,5,481513328.0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,198,560000000.0
3.0,3.0,2,161,161,6,658385093.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,426,1060000000.0
3.0,2.0,1,55,55,4,454545455.0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,301,250000000.0
3.0,3.0,2,114,0,6,447368421.0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,647,510000000.0
3.0,2.0,1,59,59,4,483050847.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,198,285000000.0
3.0,2.0,1,68,68,4,676470588.0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,599,460000000.0
2.0,3.0,2,89,0,6,702247191.0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,660,625000000.0
4.0,2.0,0,104,0,3,432692308.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,611,450000000.0
2.0,2.0,1,69,69,4,579710145.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,125,400000000.0
2.0,2.0,1,70,0,5,1014285714.0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,646,710000000.0
3.0,2.0,0,59,0,3,288135593.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,325,170000000.0
3.0,2.0,1,57,57,3,438596491.0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,707,250000000.0
3.0,4.0,2,193,193,6,601036269.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,376,1160000000.0
3.0,2.0,1,84,84,4,463095238.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,663,389000000.0
3.0,2.0,1,88,88,6,6250000.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,123,550000000.0
1.0,2.0,1,54,47,4,592592593.0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,47,320000000.0
3.0,3.0,1,75,67,4,4600000.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,760,345000000.0
3.0,2.0,0,71,71,3,38028169.0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,301,270000000.0
3.0,2.0,1,74,0,4,513513514.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,335,380000000.0
3.0,2.0,1,104,104,4,755303308.0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,406,785515440.0
3.0,3.0,2,107,94,5,542056075.0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,522,580000000.0
1.0,1.0,1,21,19,4,752380952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,158000000.0
3.0,2.0,1,82,0,4,43902439.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,125,360000000.0
3.0,4.0,2,170,145,6,4500000.0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,349,765000000.0
4.0,2.0,2,132,0,4,340909091.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,447,450000000.0
3.0,2.0,1,89,80,4,382022472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,340000000.0
3.0,2.0,1,66,66,4,53030303.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,298,350000000.0
3.0,2.0,0,52,51,3,407692308.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,718,212000000.0
3.0,5.0,3,186,172,6,693548387.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,164,1290000000.0
3.0,2.0,2,120,0,5,6500000.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,415,780000000.0
3.0,3.0,2,87,0,5,540229885.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,198,470000000.0
3.0,2.0,1,65,63,3,369230769.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,772,240000000.0
2.0,3.0,2,110,92,6,9000000.0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,660,990000000.0
4.0,4.0,4,143,143,4,559440559.0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,125,800000000.0
2.0,2.0,2,68,68,5,698529412.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,482,475000000.0
1.0,1.0,1,47,47,6,595744681.0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,646,280000000.0
2.0,2.0,2,109,0,6,448623853.0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,162,489000000.0
2.0,2.0,2,71,0,5,605633803.0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,522,430000000.0
2.0,2.0,2,78,78,5,782051282.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,666,610000000.0
3.0,3.0,2,146,133,5,54109589.0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,635,790000000.0
4.0,4.0,3,202,202,6,589108911.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,160,1190000000.0
2.0,2.0,2,68,68,5,698529412.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,482,475000000.0
3.0,3.0,2,139,120,5,356115108.0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,198,495000000.0
2.0,2.0,1,80,80,6,7437500.0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,250,595000000.0
2.0,2.0,1,60,60,6,6963000.0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,646,417780000.0
3.0,2.0,0,59,58,2,261016949.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,64,154000000.0
3.0,3.0,2,147,147,6,74829932.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,345,1100000000.0
3.0,2.0,1,59,59,4,483050847.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,198,285000000.0
3.0,4.0,5,482,482,6,1141078838.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,345,5500000000.0
2.0,2.0,1,62,0,4,580645161.0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,608,360000000.0
3.0,2.0,1,55,55,4,454545455.0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,301,250000000.0
3.0,2.0,1,84,84,4,463095238.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,663,389000000.0
3.0,2.0,1,88,0,5,443181818.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,554,390000000.0
3.0,4.0,4,307,307,6,143275759.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,145,4398565800.0
4.0,4.0,2,289,197,6,465397924.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,414,1345000000.0
3.0,2.0,1,85,0,3,362352941.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,483,308000000.0
3.0,2.0,0,52,52,2,326923077.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,705,170000000.0
3.0,3.0,3,130,130,6,573076923.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,164,745000000.0
3.0,2.0,2,143,143,4,594405594.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,198,850000000.0
3.0,3.0,2,108,93,4,634259259.0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,23,685000000.0
2.0,3.0,2,78,69,5,525641026.0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,49,410000000.0
2.0,2.0,1,69,69,4,579710145.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,125,400000000.0
2.0,2.0,1,67,67,3,52238806.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,355,350000000.0
4.0,4.0,3,153,153,6,555555556.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,646,850000000.0
4.0,3.0,1,180,167,4,372222222.0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,292,670000000.0
3.0,2.0,2,110,0,3,5000000.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,535,550000000.0
3.0,3.0,2,161,161,6,658385093.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,426,1060000000.0
3.0,2.0,1,76,76,5,513157895.0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,307,390000000.0
2.0,4.0,2,290,290,6,672413793.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,345,1950000000.0
3.0,2.0,1,60,59,3,358333333.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,763,215000000.0
3.0,2.0,1,72,72,4,472222222.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,663,340000000.0
2.0,2.0,2,85,82,5,6000000.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,646,510000000.0
3.0,2.0,1,64,64,3,4531250.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,421,290000000.0
2.0,2.0,1,63,63,4,603174603.0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,620,380000000.0
3.0,3.0,2,178,173,6,460674157.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,349,820000000.0
3.0,3.0,1,90,88,4,516666667.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,198,465000000.0
3.0,3.0,2,1488,0,6,537634409.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,728,800000000.0
3.0,2.0,1,110,110,4,454545455.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,146,500000000.0
3.0,3.0,2,96,96,6,6250000.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,422,600000000.0
4.0,4.0,3,224,0,6,535714286.0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,728,1200000000.0
3.0,3.0,2,118,113,4,618644068.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,125,730000000.0
3.0,3.0,2,101,101,4,673267327.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,198,680000000.0
3.0,3.0,2,112,112,5,642857143.0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,647,720000000.0
2.0,2.0,1,82,82,5,473170732.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,317,388000000.0
1.0,1.0,1,36,36,3,777777778.0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,146,280000000.0
3.0,2.0,1,76,76,5,513157895.0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,307,390000000.0
2.0,2.0,2,78,78,5,782051282.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,643,610000000.0
3.0,1.0,0,511,44,2,293542074.0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,310,150000000.0
3.0,3.0,2,101,101,5,841584158.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,472,850000000.0
4.0,5.0,3,16843,0,6,1003384195.0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,246,1690000000.0
1.0,2.0,1,55,0,6,883636364.0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,250,486000000.0
2.0,4.0,2,135,135,5,488888889.0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,620,660000000.0
3.0,2.0,1,59,59,4,483050847.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,198,285000000.0
1.0,2.0,1,4961,436,3,786131828.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,410,390000000.0
3.0,2.0,1,65,0,3,413846154.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,483,269000000.0
